Triggers	28일 청와대 국민청원에 따르면 전일 <e1> 화이자 </e1> 접종 후 예비 신랑이 급성 <e2> 골수성 백혈병에 </e2> 걸렸습니다라는 글이 올라와 있다 .	VACC	DIS
Triggers	청원인은 대구 거주의 평소 기저질환이 전혀 없었던 올해 78세의 아버지는 5월 5일 <e1> 화이자 </e1> 백신 1차에 이어 5월 19일 2차 접종 후 <e2> 숨이 </e2> 가쁘고	VACC	SYMP
Triggers	이달 13일에는 <e1> 아스트라제네카 </e1> 백신을 맞은 서울시 퇴직 공무원이 <e2> 급성 골수성 백혈병 </e2> 진단을 받았다는 청원이 올라왔다 .	VACC	DIS
Triggers	또한 지난 19일에는 군복무 중인 20대 남성이 <e1> 화이자 </e1> 백신 접종 완료 후 <e2> 급성 골수성 백혈병 </e2> 진단을 받았다는 청원이 전해졌다 .	VACC	DIS
Triggers	해당 청원을 작성한 청원인 A씨는 “건강했던 50대 가장이 <e1> 모더나 </e1> 백신을 맞고 급성 <e2> 골수성 백혈병 </e2> 진단을 받고 숨졌다”고 글을 시작했다 .	VACC	DIS
Triggers	또한 지난 17일에는 군복무 중인 20대 아들이 <e1> 화이자 </e1> 백신 접종 후 <e2> 백혈병을 </e2> 판정 받았다는 청원글이 게재됐다 .	VACC	DIS
Triggers	청원인은 “건강했던 아들이 군부대에서 <e1> 화이자 </e1> 백신 접종을 받은 뒤 <e2> 백혈구 </e2> 이상 소견으로 긴급 입원했다”며 “골수검사 결과 급성 골수성 백혈병 진단을	VACC	SYMP
Triggers	청원인은 “건강했던 아들이 군부대에서 <e1> 화이자 </e1> 백신 접종을 받은 뒤 백혈구 이상 소견으로 긴급 입원했다”며 “골수검사 결과 급성 <e2> 골수성 백혈병 </e2> 진단을	VACC	DIS
IsAccompaniedBy	청원인은 “건강했던 아들이 군부대에서 화이자 백신 접종을 받은 뒤 <e1> 백혈구 </e1> 이상 소견으로 긴급 입원했다”며 “골수검사 결과 급성 <e2> 골수성 백혈병 </e2> 진단을	SYMP	DIS
Triggers	이 외에도 지난 9일 <e1> 화이자 </e1> 백신을 맞은 고3 학생이, 24일 아스트라제네카(AZ) 백신을 접종 받은 60대 여성이 급성 <e2> 골수성 백혈병 </e2> 진단을	VACC	DIS
Triggers	이 외에도 지난 9일 화이자 백신을 맞은 고3 학생이, 24일 <e1> 아스트라제네카(AZ) </e1> 백신을 접종 받은 60대 여성이 급성 <e2> 골수성 백혈병 </e2> 진단을	VACC	DIS
Triggers	청원인 A씨는 건강했던 50대 가장이 <e1> 모더나 </e1> 백신을 맞고 급성 <e2> 골수성 백혈병 </e2> 진단을 받고 숨졌다고 운을 뗐다 .	VACC	DIS
IsAccompaniedBy	결국 <e1> 열이 </e1> 39도 이상 오르자 동네 병원으로 향했고, 병원에서는 <e2> 급성 백혈병이 </e2> 의심되니 큰 병원으로 가라고 했다 .	SYMP	DIS
Triggers	앞서 지난 17일에는 군복무 중인 20대 아들이 <e1> 화이자 </e1> 백신 접종 후 <e2> 백혈병을 </e2> 판정 받았다는 청원이 올라왔다 .	VACC	DIS
Triggers	청원인은 건강했던 아들이 군부대에서 <e1> 화이자 </e1> 백신 접종을 받은 뒤 백혈구 이상 소견으로 긴급 입원했다며 골수검사 결과 급성 <e2> 골수성 백혈병 </e2> 진단을 받았다고 주장했다	VACC	DIS
Triggers	이 외에도 지난 9일 <e1> 화이자 </e1> 백신을 맞은 고3 학생이, 13일에는 아스트라제네카(AZ) 백신을 맞은 서울시 퇴직 공무원이 급성 <e2> 골수성 백혈병 </e2> 진단을	VACC	DIS
Triggers	이 외에도 지난 9일 화이자 백신을 맞은 고3 학생이, 13일에는 <e1> 아스트라제네카(AZ) </e1> 백신을 맞은 서울시 퇴직 공무원이 급성 <e2> 골수성 백혈병 </e2> 진단을	VACC	DIS
Triggers	미국 질병통제예방센터(CDC)는 미국에서 <e1> mRNA </e1> 코로나 19 백신 접종 후 <e2> 심근염 </e2> 및 심막염 사례가 보고되었다고 발표한 바 있다 .	VACC	DIS
Triggers	미국 질병통제예방센터(CDC)는 미국에서 <e1> mRNA </e1> 코로나 19 백신 접종 후 심근염 및 <e2> 심막염 </e2> 사례가 보고되었다고 발표한 바 있다 .	VACC	DIS
Triggers	국민청원 홈페이지 캡처 A 씨는 사망 사흘 전인 7일 <e1> 화이자 </e1> 백신 2차 접종을 마쳤고, 이후 <e2> 근육통과 </e2> 몸살 등 증상을 가족에게 호소했던 것으로 전해졌다 .	VACC	SYMP
Triggers	국민청원 홈페이지 캡처 A 씨는 사망 사흘 전인 7일 <e1> 화이자 </e1> 백신 2차 접종을 마쳤고, 이후 근육통과 <e2> 몸살 </e2> 등 증상을 가족에게 호소했던 것으로 전해졌다 .	VACC	SYMP
Triggers	청원인은 7월 14일 <e1> 화이자 </e1> 1차 접종 <e2> 팔근육통 </e2> 외엔 이상 없음이라고 운을 뗀 뒤 8월 4일 오전 10시경 화이자 2차 접종 팔근육통 외	VACC	SYMP
Triggers	청원인은 7월 14일 <e1> 화이자 </e1> 1차 접종 팔근육통 외엔 이상 없음이라고 운을 뗀 뒤 8월 4일 오전 10시경 화이자 2차 접종 <e2> 팔근육통 </e2> 외	VACC	SYMP
IsTriggeredBy	청원인은 7월 14일 화이자 1차 접종 <e1> 팔근육통 </e1> 외엔 이상 없음이라고 운을 뗀 뒤 8월 4일 오전 10시경 <e2> 화이자 </e2> 2차 접종 팔근육통 외	SYMP	VACC
Triggers	청원인은 7월 14일 화이자 1차 접종 팔근육통 외엔 이상 없음이라고 운을 뗀 뒤 8월 4일 오전 10시경 <e1> 화이자 </e1> 2차 접종 <e2> 팔근육통 </e2> 외	VACC	SYMP
IsAccompaniedBy	청원인은 8월 4일 오후 9시-10시경 극심한 <e1> 두통 </e1> 후 언어장애 구토 설사 후 쓰러져 119 이송 CT 촬영 후 <e2> 뇌출혈 </e2> 판정이라고 설명한 뒤	SYMP	DIS
IsAccompaniedBy	청원인은 8월 4일 오후 9시-10시경 극심한 두통 후 언어장애 <e1> 구토 </e1> 설사 후 쓰러져 119 이송 CT 촬영 후 <e2> 뇌출혈 </e2> 판정이라고 설명한 뒤	SYMP	DIS
IsAccompaniedBy	청원인은 8월 4일 오후 9시-10시경 극심한 두통 후 언어장애 구토 <e1> 설사 후 쓰러져 </e1> 119 이송 CT 촬영 후 <e2> 뇌출혈 </e2> 판정이라고 설명한 뒤	SYMP	DIS
Triggers	이어 유럽의약품청, EMA가 <e1> 화이자와 </e1> 모더나가 개발한 코로나19 백신을 접종한 뒤 보고된 <e2> 다형 </e2> 홍반 사례에 대해 평가를 시작했다 .	VACC	SYMP
Triggers	이어 유럽의약품청, EMA가 <e1> 화이자와 </e1> 모더나가 개발한 코로나19 백신을 접종한 뒤 보고된 다형 <e2> 홍반 </e2> 사례에 대해 평가를 시작했다 .	VACC	SYMP
Triggers	이어 유럽의약품청, EMA가 화이자와 <e1> 모더나가 </e1> 개발한 코로나19 백신을 접종한 뒤 보고된 <e2> 다형 </e2> 홍반 사례에 대해 평가를 시작했다 .	VACC	SYMP
Triggers	이어 유럽의약품청, EMA가 화이자와 <e1> 모더나가 </e1> 개발한 코로나19 백신을 접종한 뒤 보고된 다형 <e2> 홍반 </e2> 사례에 대해 평가를 시작했다 .	VACC	SYMP
IsAccompaniedBy	연합뉴스 EMA 안전성위원회는 다형 <e1> 홍반, </e1> <e2> 사구체신염, </e2> 신증후군 등 3개 질환이 화이자, 모더나 백신의 부작용일 수 있는지 알아보기 위해 평가를	SYMP	DIS
IsAccompaniedBy	연합뉴스 EMA 안전성위원회는 다형 <e1> 홍반, </e1> 사구체신염, <e2> 신증후군 </e2> 등 3개 질환이 화이자, 모더나 백신의 부작용일 수 있는지 알아보기 위해 평가를	SYMP	DIS
